,location_name,location_region,res_date,res_type,res_address,res_price,res_price_sqr,res_sqr,construction_year,levels,bedrooms,bathrooms,deleted,deleted_at,status,energyclass,auto_heating,solar,cooling,safe_door,gas,fireplace,furniture,student,parking,parking_flag,days_up
6572,Αιγάλεω,Αττική,2021-03-26,Κτίριο,"Αθήνα,Ελαιώνας",160000,842.0,190.0,1968.0,Ισόγειο,4.0,2.0,1,2022-06-10,,,0,0,0,0,0,0,0,0,,0,441 days
6573,Αθήνα,Αττική,2022-03-21,Κτίριο,"Αθήνα,Ηπείρου",990000,2386.0,415.0,2009.0,'Αλλο,,,1,2022-03-23,Καλή,Δ,1,0,0,1,1,0,0,0,,0,2 days
6574,Καλλιθέα,Αττική,2022-06-01,Διαμέρισμα,"Καλλιθέα,Λόφος Φιλαρέτου",245000,2800.0,88.0,,1ος,2.0,1.0,1,2022-06-02,Υπο κατασκευή,Α+,0,0,0,0,0,0,0,0,,0,1 days
6575,Πειραιάς,Αττική,2022-05-22,Διαμέρισμα,"Πειραιάς,Κεντρικός Λιμένας",240000,1412.0,170.0,1971.0,7ος,4.0,1.0,1,2022-06-10,Ανακαινισμένο,Εκρεμμεί,0,1,1,1,0,0,0,0,,0,19 days
6577,Καλλιθέα,Αττική,2022-04-28,Διαμέρισμα,Μοσχάτο,273000,2482.0,110.0,2006.0,3ος,3.0,1.0,0,,Νεόδμητο,Εκρεμμεί,0,0,0,0,0,0,0,0,Parking πιλωτής,1,
6578,Αθήνα,Αττική,2022-05-09,Διαμέρισμα,"Αθήνα,Άγιος Λουκάς",60000,1277.0,47.0,,1ος,1.0,1.0,1,2022-05-10,Καλή,Εκρεμμεί,0,0,0,0,0,0,0,0,,0,1 days
6579,Γλυφάδα,Αττική,2022-02-11,Διαμέρισμα,"Γλυφάδα,Άνω Γλυφάδα",195000,2031.0,96.0,1983.0,3ος,2.0,1.0,1,2022-04-15,Άριστη,Δ,0,0,1,0,0,0,0,0,,0,63 days
6580,Άλιμος,Αττική,2022-05-29,Διαμέρισμα,"Άλιμος,Καλαμάκι",660000,2870.0,230.0,1980.0,'Αλλο,3.0,2.0,0,,Ανακαινισμένο,Α+,1,1,1,1,0,1,0,0,Parking πιλωτής,1,
6581,Ραφήνα Πικέρμι,Αττική,2022-03-09,Μονοκατοικία,Πικέρμι,470000,1741.0,270.0,1990.0,'Αλλο,3.0,2.0,1,2022-03-21,Άριστη,Δ,1,1,1,0,0,1,0,0,,0,12 days
6582,Αθήνα,Αττική,2022-04-02,Διαμέρισμα,"Αθήνα,Εξάρχεια",280000,2333.0,120.0,1965.0,2ος,3.0,1.0,1,2022-04-05,Ανακαινισμένο,Γ,1,0,0,0,1,0,1,0,,0,3 days
6583,Αργυρούπολη,Αττική,2021-07-07,Διαμέρισμα,Ολυμπιακές Εγκαταστάσεις - Αεροδρόμιο,320000,3333.0,96.0,1994.0,4ος,2.0,1.0,1,2022-06-10,Καλή,Δ,0,0,0,1,0,1,0,0,Ανοιχτό parking,1,338 days
6584,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-04-20,Μεζονέτα,"Βούλα,Κάτω Βούλα",1100000,6832.0,161.0,,4ος,3.0,2.0,1,2022-05-07,Υπο κατασκευή,Α,0,1,0,1,0,1,0,0,,0,17 days
6586,Αχαρνές,Αττική,2022-06-01,Διαμέρισμα,"Αχαρνές,Κέντρο (Παλαιό Μενίδι)",150000,1339.0,112.0,1996.0,4ος,3.0,2.0,1,2022-06-10,Καλή,,0,0,0,0,0,0,0,0,,0,9 days
6587,Βύρωνας,Αττική,2021-08-02,Διαμέρισμα,Βύρωνας,70000,1167.0,60.0,1978.0,Ημιυπόγειο,1.0,,1,2022-06-10,Ανακαινισμένο,Ε,0,0,0,0,1,0,0,0,,0,312 days
6588,Διόνυσος,Αττική,2022-02-15,Μεζονέτα,Εκάλη,1200000,4286.0,280.0,2021.0,'Αλλο,3.0,2.0,1,2022-06-02,Νεόδμητο,Α,1,1,1,1,0,1,0,0,,0,107 days
6589,Αργυρούπολη,Αττική,2021-09-27,Διαμέρισμα,"Αργυρούπολη,Κέντρο",400000,4124.0,97.0,,5ος,3.0,1.0,1,2022-03-17,Νεόδμητο,Α+,1,1,1,1,0,1,0,0,,0,171 days
6590,Αθήνα,Αττική,2022-03-19,Κτίριο,"Αθήνα,Κυψέλη",1500000,1866.0,804.0,1928.0,Ισόγειο,,,1,2022-03-21,Καλή,Η,0,0,0,0,0,0,0,0,,0,2 days
6592,Καλλιθέα,Αττική,2022-03-16,Διαμέρισμα,Μοσχάτο,200000,2041.0,98.0,1980.0,1ος,2.0,1.0,1,2022-04-05,Άριστη,Δ,1,1,0,0,0,0,0,0,,0,20 days
6593,Αθήνα,Αττική,2022-04-02,Διαμέρισμα,"Αθήνα,Πλατεία Αμερικής",48000,960.0,50.0,1970.0,5ος,1.0,1.0,1,2022-04-05,Καλή,Η,0,0,0,0,1,0,1,0,,0,3 days
6594,Αθήνα,Αττική,2022-04-10,Διαμέρισμα,"Αθήνα,Άνω Πατήσια",110000,1310.0,84.0,1969.0,1ος,2.0,1.0,1,2022-05-26,Άριστη,Μη αποδοτικό,1,0,1,0,1,0,0,0,,0,46 days
6595,Ζωγράφου,Αττική,2022-02-17,Διαμέρισμα,Ζωγράφου,160000,2623.0,61.0,1980.0,3ος,2.0,1.0,1,2022-06-10,,,1,1,1,0,0,0,1,1,,0,113 days
6597,Ελληνικό - Αργυρούπολη,Αττική,2022-03-10,Διαμέρισμα,"Γλυφάδα,Πανιωνία",485000,6831.0,71.0,2022.0,3ος,2.0,2.0,1,2022-03-24,Νεόδμητο,Α+,0,0,0,1,0,0,0,0,Parking πιλωτής,1,14 days
6598,Κρωπία,Αττική,2022-05-18,Μονοκατοικία,"Καλύβια Θορικού,Λαγονήσι (Παραλία)",251083,1652.0,152.0,2008.0,Ισόγειο,,,1,2022-06-10,Νεόδμητο,Γ,0,0,1,0,0,0,0,0,,0,23 days
6599,Ίλιον,Αττική,2021-05-12,Διαμέρισμα,"Νέα Χαλκηδόνα,Χρυσαλλίδα",200000,184.0,1087.0,1980.0,1ος,,,1,2022-06-10,Άλλη κατάσταση,Ζ,0,0,0,0,0,0,0,0,,0,394 days
6600,Ελληνικό - Αργυρούπολη,Αττική,2019-09-17,Διαμέρισμα,Γλυφάδα,210000,2958.0,71.0,1975.0,Ισόγειο,2.0,1.0,1,2022-06-10,Καλή,,1,0,0,0,0,0,0,0,,0,997 days
6601,Αθήνα,Αττική,2022-06-06,Διαμέρισμα,"Αθήνα,Ρηγίλλης",390000,4588.0,85.0,,Ισόγειο,,,0,,Ανακαινισμένο,,0,0,0,0,0,0,0,0,,0,
6602,Καλλιθέα,Αττική,2022-03-31,Διαμέρισμα,"Νέα Σμύρνη,Χρυσάκη",250000,2778.0,90.0,2010.0,1ος,2.0,2.0,1,2022-04-06,Νεόδμητο,Γ,0,0,0,0,0,0,0,0,Ανοιχτό parking,1,6 days
6603,Παγκράτι,Αττική,2022-05-05,Διαμέρισμα,"Αθήνα,Παγκράτι",190000,1545.0,123.0,1971.0,Υπερυψωμένο,2.0,1.0,1,2022-05-09,Καλή,Γ,0,0,0,0,0,0,0,0,,0,4 days
6604,Καλλιθέα,Αττική,2022-04-17,Διαμέρισμα,"Καλλιθέα,Κέντρο",135000,1350.0,100.0,1983.0,2ος,2.0,1.0,1,2022-04-26,Άριστη,Ζ,1,0,1,1,0,0,0,0,,0,9 days
6605,Γλυφάδα,Αττική,2022-04-19,Διαμέρισμα,Κέντρο,150000,4054.0,37.0,1986.0,Ισόγειο,1.0,1.0,1,2022-05-23,Καλή,Α+,0,0,0,1,0,0,1,0,,0,34 days
6606,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-02-09,Διαμέρισμα,Βάρη,280000,2523.0,111.0,1990.0,1ος,3.0,1.0,1,2022-06-10,Καλή,Ε,1,1,0,1,0,0,0,0,,0,121 days
6607,Αθήνα,Αττική,2022-04-03,Διαμέρισμα,"Δάφνη Αττικής,Άνω Δάφνη",50000,694.0,72.0,2006.0,'Αλλο,1.0,1.0,1,2022-04-20,Άριστη,Α,1,0,0,1,0,0,0,0,,0,17 days
6608,Αθήνα,Αττική,2022-04-22,Διαμέρισμα,"Αθήνα,Νεάπολη",217000,1722.0,126.0,1963.0,6ος,3.0,2.0,1,2022-05-17,Καλή,Μη αποδοτικό,0,0,1,1,0,0,0,0,,0,25 days
6609,Αθήνα,Αττική,2022-04-05,Διαμέρισμα,"Αθήνα,Εξάρχεια",90000,1837.0,49.0,,Ημιώροφος,1.0,1.0,1,2022-04-06,Άριστη,Η,1,0,0,1,0,0,0,1,,0,1 days
6610,Αθήνα,Αττική,2022-03-26,Κτίριο,"Αθήνα,Ελληνορώσων",580000,5472.0,106.0,1962.0,Ισόγειο,,,1,2022-03-27,Ανακαινισμένο,Α+,0,0,0,0,0,0,0,0,,0,1 days
6611,Πειραιάς,Αττική,2021-12-21,Διαμέρισμα,"Πειραιάς,Φρεαττύδα",260000,3095.0,84.0,1965.0,3ος,2.0,2.0,1,2022-06-02,,,0,0,1,1,0,0,0,0,,0,163 days
6612,Άλιμος,Αττική,2022-04-11,Διαμέρισμα,"Παλαιό Φάληρο,Αγιά Βαρβάρα",160000,1538.0,104.0,1989.0,Ισόγειο,2.0,1.0,1,2022-06-10,Καλή,Ε,1,0,0,0,0,0,0,0,,0,60 days
6613,Μαρούσι,Αττική,2021-11-16,Μεζονέτα,"Λυκόβρυση,Κέντρο",385000,1869.0,206.0,2006.0,'Αλλο,5.0,2.0,0,,Άριστη,Ε,1,0,0,1,0,0,0,0,Parking πιλωτής,1,
6614,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-06-09,Μονοκατοικία,"Βάρη,Μηλαδέζα",800000,3200.0,250.0,2011.0,'Αλλο,3.0,3.0,1,2022-06-10,,Γ,0,1,0,0,0,1,0,0,,0,1 days
6615,Χαλάνδρι,Αττική,2022-03-11,Διαμέρισμα,"Χολαργός,Φανερωμένη",235000,2733.0,86.0,2001.0,2ος,2.0,1.0,1,2022-03-23,Άριστη,Δ,1,1,0,0,0,1,1,0,Κλειστό parking,1,12 days
6616,Ζωγράφου,Αττική,2022-03-09,Διαμέρισμα,"Καισαριανή,Νήαρ Ηστ",350000,3271.0,107.0,2003.0,4ος,3.0,1.0,1,2022-04-05,Καλή,Εκρεμμεί,1,0,0,1,1,1,0,0,,0,27 days
6617,Κερατσίνι-Δραπετσώνα,Αττική,2022-06-02,Κτίριο,"Κερατσίνι,Ευγένεια",200000,549.0,364.0,1970.0,'Αλλο,,5.0,1,2022-06-10,Χρήζει ανακαίνισης,Η,0,0,0,0,0,0,0,0,,0,8 days
6618,Μαρούσι,Αττική,2022-04-05,Διαμέρισμα,"Μαρούσι,Αμαλίειο Ορφανοτροφείο",250000,1908.0,131.0,1979.0,3ος,2.0,1.0,1,2022-05-08,Άριστη,Ε,1,1,1,1,1,1,0,0,,0,33 days
6619,Σπάτα,Αττική,2022-05-18,Διαμέρισμα,Σπάτα,150000,1899.0,79.0,2004.0,1ος,2.0,1.0,0,,Άριστη,Γ,0,0,0,0,0,1,0,0,,0,
6620,Χαλάνδρι,Αττική,2022-06-02,Μεζονέτα,"Γέρακας,Γαργηττός ΙΙ",420000,1750.0,240.0,2010.0,Ισόγειο,3.0,2.0,1,2022-06-10,Άριστη,Γ,0,0,0,0,0,1,0,0,"Ανοιχτό parking, Κλειστό parking",1,8 days
6621,Περιστέρι,Αττική,2022-04-15,Διαμέρισμα,"Αθήνα,Σεπόλια",150000,1923.0,78.0,2011.0,2ος,2.0,1.0,1,2022-04-22,,Γ,1,1,0,1,1,0,0,0,,0,7 days
6622,Νέα Ιωνία,Αττική,2022-05-03,Μονοκατοικία,"Ηράκλειο,Αγία Τριάδα",260000,1733.0,150.0,1962.0,Ημιώροφος,5.0,2.0,0,,Χρήζει ανακαίνισης,Η,0,0,0,0,0,0,0,0,,0,
6623,Νίκαια,Αττική,2022-06-02,Διαμέρισμα,"Κορυδαλλός,Φυλακές - Αθλητικό Κέντρο",73000,1377.0,53.0,1972.0,2ος,1.0,1.0,1,2022-06-10,Καλή,Ζ,0,0,0,0,0,0,0,0,,0,8 days
6624,Γαλάτσι,Αττική,2022-02-08,Διαμέρισμα,"Γαλάτσι,Περιβόλια",31000,969.0,32.0,1970.0,Ισόγειο,1.0,1.0,1,2022-04-10,,Η,1,0,0,0,0,0,0,1,,0,61 days
6625,Λαυρεωτική,Αττική,2020-12-15,Μεζονέτα,Δ. Κερατέας,400000,2000.0,200.0,1980.0,'Αλλο,3.0,3.0,0,,Καλή,Ε,1,1,1,0,0,0,0,0,,0,
6626,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-05-24,Μονοκατοικία,"Βούλα,Πανόραμα",1250000,3012.0,415.0,1989.0,Ισόγειο,4.0,3.0,1,2022-05-25,Άριστη,Ζ,0,0,1,0,0,1,1,0,,0,1 days
6627,Μαρούσι,Αττική,2022-04-04,Διαμέρισμα,"Μαρούσι,Κέντρο",250000,2874.0,87.0,1982.0,1ος,2.0,1.0,1,2022-04-06,Καλή,Ζ,1,0,0,1,0,0,0,0,,0,2 days
6628,Πειραιάς,Αττική,2022-03-19,Διαμέρισμα,"Πειραιάς,Ταμπούρια",120000,2667.0,45.0,2021.0,1ος,1.0,1.0,1,2022-06-10,Νεόδμητο,Β,1,0,0,1,1,0,0,0,,0,83 days
6629,Περιστέρι,Αττική,2022-05-14,Μεζονέτα,"Περιστέρι,Άγιος Ιωάννης Θεολόγος",215000,2443.0,88.0,2022.0,2ος,2.0,1.0,1,2022-06-10,Νεόδμητο,Α,0,0,0,0,0,0,0,0,,0,27 days
6630,Γαλάτσι,Αττική,2022-05-13,Διαμέρισμα,"Αθήνα,Άνω Κυψέλη",165000,1701.0,97.0,1970.0,Ισόγειο,3.0,1.0,1,2022-05-20,Καλή,Ζ,0,1,0,1,0,1,1,0,,0,7 days
6631,Ηλιούπολη,Αττική,2022-05-11,Κτίριο,"Δάφνη Αττικής,Χαραυγή",1150000,1463.0,786.0,2008.0,Ισόγειο,1.0,1.0,1,2022-05-17,Καλή,Δ,0,0,1,0,0,0,0,0,,0,6 days
6632,Καλλιθέα,Αττική,2022-05-09,Διαμέρισμα,"Νέα Σμύρνη,Κέντρο",440000,2895.0,152.0,2022.0,2ος,4.0,2.0,1,2022-05-23,Υπο κατασκευή,Α,0,0,0,1,0,0,0,0,,0,14 days
6633,Αθήνα,Αττική,2021-04-03,Διαμέρισμα,"Αθήνα,Άγιος Παντελεήμονας",150000,1579.0,95.0,1972.0,1ος,2.0,1.0,1,2022-03-30,Ανακαινισμένο,Δ,1,0,1,1,0,0,0,0,,0,361 days
6634,Αθήνα,Αττική,2022-04-18,Διαμέρισμα,"Αθήνα,Κολιάτσου",105000,1129.0,93.0,1985.0,1ος,2.0,1.0,1,2022-05-04,Ημιτελές,Ζ,0,0,0,0,0,0,1,0,,0,16 days
6635,Πειραιάς,Αττική,2022-05-21,Διαμέρισμα,"Πειραιάς,Χατζηκυριάκειο",130000,2167.0,60.0,2010.0,1ος,1.0,1.0,1,2022-05-23,Άριστη,Γ,0,1,0,0,0,0,0,0,,0,2 days
6636,Αχαρνές,Αττική,2022-05-11,Μονοκατοικία,"Κηφισιά,Στροφύλι",690000,4059.0,170.0,1940.0,Ισόγειο,3.0,1.0,1,2022-05-12,Καλή,Η,0,0,0,0,0,1,0,0,,0,1 days
6637,Αθήνα,Αττική,2022-03-17,Διαμέρισμα,"Αθήνα,Νέος Κόσμος",95000,1080.0,88.0,1965.0,Ισόγειο,2.0,,1,2022-03-21,Χρήζει ανακαίνισης,Η,0,0,0,0,0,0,0,0,,0,4 days
6638,Γαλάτσι,Αττική,2022-01-15,Διαμέρισμα,"Αθήνα,Πλατεία Παπαδιαμάντη",290000,2685.0,108.0,2022.0,5ος,3.0,1.0,1,2022-03-25,Υπο κατασκευή,Α,1,0,0,1,0,1,0,0,Κλειστό parking,1,69 days
6639,Πειραιάς,Αττική,2022-03-30,Διαμέρισμα,"Πειραιάς,Νέο Φάληρο",400000,2759.0,145.0,2021.0,4ος,3.0,2.0,1,2022-03-31,Υπο κατασκευή,Α,1,0,1,1,1,0,0,0,Υπόγειο parking,1,1 days
6640,Άγιος Δημήτριος,Αττική,2022-03-09,Κτίριο,"Άγιος Δημήτριος Αττικής,Ελιά",140000,933.0,150.0,1965.0,Ισόγειο,3.0,3.0,1,2022-03-17,Καλή,Ζ,0,0,0,0,0,0,0,0,,0,8 days
6641,Αγιά Βαρβάρα,Αττική,2022-03-11,Διαμέρισμα,"Αιγάλεω,Νταμαράκια",95000,1727.0,55.0,2005.0,2ος,1.0,1.0,1,2022-04-05,Άριστη,Ζ,1,0,0,1,0,0,0,0,,0,25 days
6642,Παγκράτι,Αττική,2022-05-11,Διαμέρισμα,"Αθήνα,Άγιος Αρτέμιος",130000,1238.0,105.0,1960.0,1ος,3.0,1.0,1,2022-05-17,Καλή,Η,0,0,0,0,0,0,0,0,,0,6 days
6643,Νίκαια,Αττική,2020-02-18,Διαμέρισμα,"Νίκαια,Κέντρο",83000,593.0,140.0,2020.0,3ος,3.0,1.0,1,2022-06-10,,,1,0,0,0,0,0,0,0,,0,843 days
6644,Αχαρνές,Αττική,2021-11-29,Μονοκατοικία,"Κηφισιά,Στροφύλι",800000,2963.0,270.0,1940.0,Υπερυψωμένο,5.0,2.0,1,2022-06-10,,,1,0,1,0,0,0,1,0,,0,193 days
6645,Άλιμος,Αττική,2022-03-30,Διαμέρισμα,"Άλιμος,Καλαμάκι",460000,5169.0,89.0,2022.0,4ος,2.0,1.0,1,2022-03-31,Υπο κατασκευή,Α,1,1,0,1,0,1,0,0,,0,1 days
6646,Άλιμος,Αττική,2022-05-06,Μεζονέτα,"Παλαιό Φάληρο,Παναγίτσα",750000,4335.0,173.0,2022.0,'Αλλο,3.0,2.0,1,2022-05-25,Υπο κατασκευή,Α+,0,0,0,1,0,1,0,0,,0,19 days
6648,Παλαιό Φάληρο,Αττική,2022-05-14,Διαμέρισμα,"Παλαιό Φάληρο,Γήπεδα",70000,3182.0,22.0,2021.0,Ισόγειο,1.0,,1,2022-05-17,Υπο κατασκευή,Α,0,0,0,0,0,0,0,0,,0,3 days
6649,Αθήνα,Αττική,2022-04-06,Διαμέρισμα,"Αθήνα,Άνω Πετράλωνα",300000,4110.0,73.0,2012.0,5ος,2.0,1.0,1,2022-05-09,Νεόδμητο,Α,1,1,0,1,1,0,0,0,Parking πιλωτής,1,33 days
6650,Βύρωνας,Αττική,2021-05-10,Διαμέρισμα,"Ηλιούπολη,Κανάρια",190000,1624.0,117.0,1985.0,2ος,3.0,2.0,1,2022-06-10,Άριστη,Δ,1,1,1,1,0,0,0,0,,0,396 days
6651,Σαλαμίνα,Αττική,2021-04-26,Μονοκατοικία,Σαλαμίνα,275000,1719.0,160.0,2000.0,Ισόγειο,3.0,2.0,0,,Ανακαινισμένο,Δ,1,1,1,0,0,1,0,0,,0,
6652,Χαλάνδρι,Αττική,2017-06-23,Μεζονέτα,"Χαλάνδρι,Πάτημα",420000,1875.0,224.0,2013.0,'Αλλο,4.0,3.0,1,2022-06-10,Νεόδμητο,,1,1,0,1,0,1,0,0,Υπόγειο parking,1,1813 days
6653,Ίλιον,Αττική,2022-04-11,Μονοκατοικία,"Ίλιον,Παλατιανή",130000,1857.0,70.0,1965.0,Ισόγειο,,,1,2022-06-10,Χρήζει ανακαίνισης,Εκρεμμεί,0,0,0,0,0,0,0,0,,0,60 days
6654,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-05-05,Διαμέρισμα,Βάρη,125000,3571.0,35.0,1983.0,Ημιυπόγειο,2.0,1.0,1,2022-05-17,Ανακαινισμένο,Μη αποδοτικό,0,1,1,1,0,0,1,0,,0,12 days
6655,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-03-22,Μονοκατοικία,"Βάρη,Μηλαδέζα",790000,2633.0,300.0,2007.0,'Αλλο,5.0,3.0,1,2022-06-10,Ημιτελές,Η,0,0,0,0,0,1,0,0,,0,80 days
6656,Άγιοι Ανάργυροι,Αττική,2021-11-29,Διαμέρισμα,"Αθήνα,Αγία Παρασκευή",70000,1167.0,60.0,1960.0,1ος,1.0,1.0,0,,Καλή,Η,1,0,0,0,0,0,0,0,,0,
6657,Λαυρεωτική,Αττική,2022-01-11,Μονοκατοικία,Λεγρενά,400000,3636.0,110.0,1996.0,Ισόγειο,3.0,1.0,1,2022-04-01,,,0,0,1,0,0,0,0,0,,0,80 days
6658,Αθήνα,Αττική,2022-03-11,Διαμέρισμα,"Αθήνα,Άγιος Παντελεήμονας",105000,1000.0,105.0,1967.0,4ος,2.0,1.0,1,2022-03-17,Ανακαινισμένο,Ζ,1,0,1,0,0,0,1,0,,0,6 days
6659,Πεντέλη,Αττική,2022-06-01,Διαμέρισμα,Νέα Πεντέλη,240000,2400.0,100.0,1985.0,1ος,4.0,1.0,0,,Καλή,Ε,0,0,0,0,0,1,0,0,,0,
6660,Χολαργός,Αττική,2022-04-15,Μεζονέτα,Παπάγου,780000,3348.0,233.0,1990.0,2ος,4.0,3.0,1,2022-04-16,Άριστη,Ε,1,1,1,0,0,1,0,0,Ανοιχτό parking,1,1 days
6661,Αθήνα,Αττική,2022-05-11,Διαμέρισμα,"Αθήνα,Πλατεία Αμερικής",87000,1061.0,82.0,1957.0,5ος,2.0,1.0,1,2022-05-17,Καλή,Η,0,0,0,0,0,0,0,0,,0,6 days
6662,Αθήνα,Αττική,2019-07-11,Οικία,"Αθήνα,Ιπποκράτους",690000,2556.0,270.0,,1ος,8.0,3.0,0,,Ανακαινισμένο,Η,1,0,0,0,0,0,0,0,,0,
6663,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-02-08,Μεζονέτα,"Βούλα,Άνω Βούλα",1800000,8333.0,216.0,2022.0,'Αλλο,3.0,3.0,1,2022-03-23,Υπο κατασκευή,Α+,0,0,0,1,0,0,0,0,Κλειστό parking,1,43 days
6664,Αθήνα,Αττική,2022-03-14,Μεζονέτα,"Μενεμένη,Αμπελόκηποι",260000,3171.0,82.0,2020.0,6ος,2.0,1.0,1,2022-03-17,Υπο κατασκευή,Α,1,0,0,1,1,0,0,0,Parking πιλωτής,1,3 days
6665,Νέα Ιωνία,Αττική,2022-03-01,Μονοκατοικία,"Ηράκλειο,Αγία Τριάδα",490000,2333.0,210.0,2000.0,Ισόγειο,4.0,2.0,1,2022-03-17,Άριστη,Γ,1,1,1,1,1,1,1,0,Κλειστό parking,1,16 days
6666,Αθήνα,Αττική,2021-04-13,Διαμέρισμα,"Αθήνα,Πλατεία Αμερικής",127000,1530.0,83.0,2002.0,3ος,2.0,1.0,1,2022-04-15,Άριστη,Δ,1,0,0,0,0,0,0,0,,0,367 days
6667,Αθήνα,Αττική,2022-04-05,Διαμέρισμα,"Αθήνα,Γούβα",130000,1238.0,105.0,1965.0,1ος,2.0,1.0,1,2022-04-07,Καλή,Η,0,0,0,1,0,0,0,0,,0,2 days
6668,Αθήνα,Αττική,2022-05-24,Διαμέρισμα,"Αθήνα,Πλατεία Αττικής",120000,1600.0,75.0,1975.0,1ος,2.0,1.0,1,2022-05-31,Καλή,Ε,0,0,1,0,0,0,0,0,,0,7 days
6669,Αθήνα,Αττική,2021-10-10,Διαμέρισμα,"Αθήνα,Νέα Κυψέλη",56000,566.0,99.0,1970.0,Ισόγειο,2.0,1.0,1,2022-03-17,Καλή,,1,0,0,0,1,0,0,0,,0,158 days
6670,Ζωγράφου,Αττική,2021-11-02,Διαμέρισμα,"Ζωγράφου,Γουδή",210000,2100.0,100.0,2006.0,3ος,2.0,2.0,1,2022-06-10,Καλή,Εκρεμμεί,1,0,0,1,1,0,0,0,,0,220 days
6671,Παλαιό Φάληρο,Αττική,2022-06-08,Διαμέρισμα,"Παλαιό Φάληρο,Κέντρο",568000,2840.0,200.0,2007.0,7ος,4.0,3.0,1,2022-06-10,Νεόδμητο,Α,0,1,0,1,0,1,0,0,,0,2 days
6672,Αργυρούπολη,Αττική,2022-02-10,Διαμέρισμα,"Άλιμος,Άνω Καλαμάκι",260000,3333.0,78.0,2021.0,1ος,2.0,1.0,1,2022-04-05,Υπο κατασκευή,Α+,1,1,0,1,0,1,0,0,,0,54 days
6673,Μαρούσι,Αττική,2022-03-09,Μεζονέτα,"Βριλήσσια,Κέντρο",610000,3389.0,180.0,2021.0,'Αλλο,4.0,3.0,1,2022-04-07,Υπο κατασκευή,Α,1,1,1,1,0,1,0,0,Κλειστό parking,1,29 days
6674,Αθήνα,Αττική,2015-01-19,Διαμέρισμα,"Αθήνα,Λυκαβηττός",702000,9000.0,78.0,2013.0,Ισόγειο,1.0,1.0,1,2022-03-21,Νεόδμητο,,1,0,1,1,0,0,0,0,,0,2618 days
6675,Γλυφάδα,Αττική,2022-06-09,Διαμέρισμα,"Γλυφάδα,Άνω Γλυφάδα",350000,4023.0,87.0,2020.0,3ος,2.0,1.0,1,2022-06-10,Υπο κατασκευή,Α,0,1,1,1,0,1,0,0,,0,1 days
6676,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2018-02-12,Διαμέρισμα,"Βουλιαγμένη,Συνοικισμός Εμπορίου",350000,7000.0,50.0,,1ος,,,1,2022-06-10,,Ζ,0,0,0,0,0,0,0,0,,0,1579 days
6677,Αθήνα,Αττική,2022-05-25,Διαμέρισμα,"Αθήνα,Χίλτον",55000,1100.0,50.0,1970.0,Ημιυπόγειο,1.0,1.0,1,2022-06-02,Καλή,Η,0,0,0,1,0,0,0,0,,0,8 days
6678,Αθήνα,Αττική,2021-05-14,Διαμέρισμα,"Αθήνα,Πλατεία Αττικής",85000,1518.0,56.0,1975.0,2ος,2.0,1.0,1,2022-06-10,Ανακαινισμένο,Ε,0,0,1,1,0,0,1,0,,0,392 days
6679,Αθήνα,Αττική,2022-06-06,Διαμέρισμα,"Αθήνα,Γκύζη",120000,1395.0,86.0,1975.0,1ος,1.0,1.0,1,2022-06-07,Καλή,Ζ,0,0,0,0,0,0,0,0,,0,1 days
6680,Αθήνα,Αττική,2022-06-02,Διαμέρισμα,"Αθήνα,Πλατεία Αμερικής",149500,1541.0,97.0,1961.0,3ος,2.0,1.0,0,,Ανακαινισμένο,Δ,0,1,1,1,0,0,0,0,,0,
6681,Αθήνα,Αττική,2022-05-06,Διαμέρισμα,"Αθήνα,Πλατεία Βικτωρίας",90000,763.0,118.0,1974.0,4ος,3.0,1.0,1,2022-05-07,Καλή,Ζ,0,1,0,1,0,0,0,0,,0,1 days
6682,Αθήνα,Αττική,2022-06-01,Διαμέρισμα,"Αθήνα,Σταθμός Λαρίσης",100,2.0,54.0,2022.0,1ος,3.0,1.0,0,,Νεόδμητο,Α+,0,1,0,1,0,0,0,0,Υπόγειο parking,1,
6683,Δάφνη,Αττική,2021-06-09,Διαμέρισμα,"Αθήνα,Άγιος Ιωάννης",144000,2400.0,60.0,1966.0,2ος,1.0,1.0,1,2022-06-10,,,1,0,0,0,0,0,0,1,,0,366 days
